"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Oasis";"(what's the story) morning glory";"Don't look back in anger";"1995";"SONY";1719999372;1719999660;;;"https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT";
"Natalie Dessay";"Airs d'operas italiens";"Marie stuart : Nella pace del mesto riposo";"2007";"VIRGIN";1719999658;1719999840;;;;
"The Sound Of Ed White";"Tropical britxotica";"Coral reef";"1961";"TRUNK";1719999832;1719999997;;;;
"Engelbert Humperdinck";"A man without love";"From here to eternity";"1968";"DECCA";1719999994;1720000221;;;"https://open.spotify.com/track/6TdPrK8PUwH66VxfC0BawQ";
"Janett Silvera";"When I need you";"Oh if I should lose your love";"1977";"DUB STORE RECORDS";1720000221;1720000463;;;;
"Virginie B";"Hana";"Hana";"2024";"BONSOUND";1720000458;1720000611;"https://music.apple.com/fr/album/hana/1730145940?i=1730145942&uo=4";"https://www.deezer.com/track/2657075062";"https://open.spotify.com/track/2Qvvb2wC3wPiRP2C0xxsc6";
"Bobbyy";"Buckets";"Future landlords";"2024";"STONE PIXELS RECORDS";1720000610;1720000767;"https://music.apple.com/fr/album/future-landlords/1727761423?i=1727762032&uo=4";;"https://open.spotify.com/track/6r6so6JZIfFM3qMEnuqkPc";
"Massive Attack";"Mezzanine";"Teardrop";"1998";"VIRGIN";1720000761;1720001089;"https://music.apple.com/fr/album/teardrop/724466069?i=724466700&uo=4";;"https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ";
"Janis Joplin";"I got dem ol' kozmic blues again mama";"Kozmic blues";"1969";"COLUMBIA";1720001084;1720001345;;"https://www.deezer.com/track/831127";"https://open.spotify.com/track/7eYYxblNEZKKeTT0HBQbXO";
"Albert King/Steve Crooper/Pop Staples";"Jammed together";"Tupelot";"1969";"STAX";1720001342;1720001702;;;;
"Finn Rees";"Dawn is a melody";"Looking up";"2024";"MR BONGO";1720001701;1720001965;"https://music.apple.com/fr/album/looking-up/1733271604?i=1733271753&uo=4";;"https://open.spotify.com/track/4G6Ki9Aoa3Xwq8RoWTNoXF";
"Schoolboy Q";"Blue lips";"Blueslides";"2024";"TOP DAWG ENTERTAINMENT";1720001963;1720002196;"https://music.apple.com/fr/album/blueslides/1730821885?i=1730821904&uo=4";"https://www.deezer.com/track/2679117262";"https://open.spotify.com/track/7u1P36qRqrSNrXAp98cyp1";
"Au Bonheur Des Dames";"Quart de touist";"L'île du bonheur";"1973";"PHILIPS";1720002185;1720002458;;;;
"Antonio Carlos Jobim";"Wave";"The red blouse";"1967";"A&M";1720002446;1720002746;;;"https://open.spotify.com/track/4wBdGRxCaWFtqei59k5InB";
"Miami Sound Machine";"Eyes of innocence";"Dr. beat";"1984";"EPIC";1720002744;1720003006;;"https://www.deezer.com/track/15742367";"https://open.spotify.com/track/21kwcsNL7YnianpVjXumHc";
"North Satellite";"The stars are ours (remixes)";"The stars are ours (cosmic freestyle)";"2024";"EL TRIANGULO";1720003002;1720003339;;;"https://open.spotify.com/track/593hMAqOV8rvT3awLlhlT5";
"Aaron Frazer";"Into The Blue";"Play on";"2024";"DEAD OCEANS";1720003335;1720003499;"https://music.apple.com/fr/album/play-on/1735994394?i=1735994730&uo=4";"https://www.deezer.com/track/2704047142";"https://open.spotify.com/track/4eDZucI6mzKBuQsHV5PuFy";
"Billy Brooks";"Windows of the mind";"Fourty days";"1974";"WEWANTSOUNDS";1720003498;1720003873;"https://music.apple.com/fr/album/fourty-days/1530392005?i=1530392015&uo=4";"https://www.deezer.com/track/1070298912";"https://open.spotify.com/track/0J0DDuM9Sh3meYsMMga51K";
"Olivia Jean & April March";"Palladium";"Allons-y";"2021";"THIRD MAN";1720003872;1720004064;;;;
"The National Tv And Radio Us Archives";"BOF TV / Les plus grands tubes séries tv";"L'agence tous risques";"1983";"NACARAT PROD";1720004062;1720004160;;"https://www.deezer.com/track/6172955";;
"Paper Lace";"Bof/ Priscilla folle du desert";"Billy don't be a hero";"1994";"MTHR";1720004159;1720004384;;"https://www.deezer.com/track/1226492";;
"Eagles Of Death Metal";"Zipper down";"I love you all the time";"2015";"UNIVERSAL MUSIC";1720004381;1720004563;;"https://www.deezer.com/track/107768522";"https://open.spotify.com/track/7ssQxOFhJk4RGqTobVfjPN";
"The Dandy Warhols";"Thirteen tales from urban bohemia";"Bohemian like you";"2000";"CAPITOL";1720004563;1720004771;"https://music.apple.com/fr/album/bohemian-like-you/1668264309?i=1668264777&uo=4";"https://www.deezer.com/track/3153752";"https://open.spotify.com/track/3APHT3KjbHi9OllkVQsuXF";
"The Rolling Stones";"Forty licks";"It's only rock 'n' roll";"1974";"VIRGIN";1720004771;1720005018;;;;
"Georges Benson";"Erotic moods";"Loose joints";"1978";"PAUL WINLEY";1720005016;1720005279;;;;
"Gal Costa";"India";"Passarinho";"1973";"MR BONGO";1720005276;1720005603;"https://music.apple.com/fr/album/passarinho/1444212522?i=1444212545&uo=4";;"https://open.spotify.com/track/1S58j34kowXT5fcj95xt6y";
"Uneda Dennard & The Shandells Band";"Miles Away one";"Fantasy ride";"2024";"MILES AWAY RECORDS";1720005598;1720005827;;;;
"The Brand New Heavies";"The brand new heavies (1990)";"Shake down";"1990";"JAZID";1720005820;1720006075;;;;
"Fff";"Blast culture";"Marco";"1991";"EPIC";1720006073;1720006398;;"https://www.deezer.com/track/1073302";;
"Femi Kuti";"Fight to win";"One day someday";"2001";"BARCLAY";1720006397;1720006766;;;;
"Tony Allen";"Jazz is dead / Vol. 18";"Don’t believe the dancers";"2023";"JAZZ IS DEAD";1720006764;1720006939;;;"https://open.spotify.com/track/2CDIZCkpzIgwStcD1e9K4Y";
"Yannis & The Yaw";"Walk through fire";"Walk through fire (feat. Tony Allen)";"2024";"TRANSGRESSIVE";1720006938;1720007140;;;;
"J. Bernardt";"Taxi / Matter of time";"Taxi";"2024";"PLAY IT AGAIN SAM";1720007136;1720007360;;"https://www.deezer.com/track/2660911182";"https://open.spotify.com/track/3nhWd97E1zDTErm6AJCqJn";
"Marcus King";"Mood swings";"F*ck my life up again";"2024";"ISLAND DEF JAM";1720007358;1720007617;"https://music.apple.com/fr/album/f-ck-my-life-up-again/1728128331?i=1728128339&uo=4";;"https://open.spotify.com/track/0Jw0GvrJl8QIvY28wjAkdY";
"Camille Thomas";"The Chopin project trilogy";"Mazurka n°47 en la min op 68 n°2 - arrangement pour violoncelle et piano";"2023";"DGG (DEUTSCHE GRAMMOPHON)";1720007613;1720007771;;;;
"Lhasa";"La llorona";"De cara a la pared";"1997";"WARNER";1720007766;1720008017;;;;
"Moriarty";"Gee whiz but this is a lonesome";"Jimmy";"2007";"NAIVE";1720008009;1720008271;"https://music.apple.com/fr/album/jimmy/295573856?i=295573932&uo=4";"https://www.deezer.com/track/92216462";"https://open.spotify.com/track/6Zw0NBdfr1VlVJjDRFwUe1";
"Mathieu Boogaerts";"Une bonne nouvelle";"Une bonne nouvelle";"2005";"WEA";1720008269;1720008452;;"https://www.deezer.com/track/605681142";"https://open.spotify.com/track/5S5y60ECi2CZFUt5A719fa";
"Julian Lage";"Speak to me";"Two and one";"2024";"BLUE NOTE";1720008449;1720008704;;"https://www.deezer.com/track/2613180682";"https://open.spotify.com/track/4Vc88u6KGtBPso3V9NxXnO";
"Sirens Of Lesbos";"Sweet harmony";"Sweet harmony";"2023";"AUTOPRODUCTION";1720008701;1720008883;;;"https://open.spotify.com/track/4TqIyC17NeYsFT91o4xAl5";
"Bolis Pupul";"Letter to yu";"Completely half";"2024";"DEEWEE";1720008882;1720009138;"https://music.apple.com/fr/album/completely-half/1711850387?i=1711850413&uo=4";;"https://open.spotify.com/track/6eotIitK5r0kUaErqFmCyV";
"Baron Retif & Concepcion Perez";"Funk";"On fait comment";"2023";"MOSTLA / MUSIQUE LARGE";1720009128;1720009368;;;"https://open.spotify.com/track/0csQIZy0hZjzvcBddxxAiv";
"Clairo";"Sexy to someone";"Sexy to someone";"2024";"CLAIRO RECORDS";1720009360;1720009567;;"https://www.deezer.com/track/2759124471";"https://open.spotify.com/track/2Nq4SFbvYYZa8AF7lD7CWU";
"Khruangbin";"A la sala";"Juegos y nubes";"2024";"DEAD OCEANS";1720009563;1720009687;"https://music.apple.com/fr/album/juegos-y-nubes/1721004325?i=1721004560&uo=4";;"https://open.spotify.com/track/231a0JtwO0iYOeHsjbFVzI";
"Lorna Bennett";"Melody life : Trojan sisters";"Chapel of love";"1973";"TROJAN RECORDS";1720009684;1720009868;;;;
"Benitez And Nebula";"Night life - essence of life";"Mariposa";"1976";"VAMPISOUL";1720009708;1720009710;;"https://www.deezer.com/track/689136722";"https://open.spotify.com/track/5UtYZMW9NkPaADcUtThcF6";
"Amy Winehouse";"Back to black";"Some Unholy War";"2006";"ISLAND";1720009866;1720010007;;;"https://open.spotify.com/track/5DEitTu33CUjozBijXiLNb";
"Hazy Malaze";"Blackout love";"Need somebody";"2005";"FARGO";1720010005;1720010276;;;;
"Emile Londonien";"Legacy";"Still from the East";"2023";"NAIVE";1720010265;1720010455;"https://music.apple.com/fr/album/still-from-the-east/1652682712?i=1652682719&uo=4";"https://www.deezer.com/track/1995831137";"https://open.spotify.com/track/0cTYk49n7RTAO0a4g7zwXH";
"Little Simz";"Simbi";"Little Q Part 2";"2021";"AGE 101 MUSIC";1720010452;1720010679;;;;
"Why?";"Mumps ETC";"Jonathan's hope";"2012";"CITY SLANG";1720010676;1720010872;;;"https://open.spotify.com/track/2kgLVXlV5eLyAt6jKJ1zu5";
"Komodrag And The Mounodor";"Green fields of Armorica";"Voodoo love";"2023";"DIONYSIAC RECORDS";1720010873;1720011077;;;"https://open.spotify.com/track/4VIaQUAdpWezO1ZO2pWdeH";
"Kvelertak";"Endling";"Svart September";"2023";"RISE RECORDS";1720011074;1720011293;;;"https://open.spotify.com/track/7LqvNs5rVskGZY5E2H6leY";
"Benitez And Nebula";"Night life - essence of life";"Mariposa";"1976";"VAMPISOUL";1720011287;1720011561;;"https://www.deezer.com/track/689136722";"https://open.spotify.com/track/5UtYZMW9NkPaADcUtThcF6";
"Young-Holt Unlimited";"Soulful stuff";"Soulful strut";"1967";"KENT";1720011560;1720011735;;"https://www.deezer.com/track/95989692";;
"Redbone";"Come and get your love";"Come and get your love";"1974";"RCA GROUP";1720011733;1720011944;;"https://www.deezer.com/track/609167";;
"Sababa 5 & Yurika";"Kokoro";"Halilim halilim";"2024";"BATOV RECORDS";1720011942;1720012169;;;;
"Pachyman";"The return of Pachyman";"Roots train";"2021";"ATO RECORDS";1720012168;1720012357;;;"https://open.spotify.com/track/3OeXQRPk0OFO5mS5A9PX6H";
"Izem";"In ze early morning";"Sua pele";"2023";"ELIS RECORDS";1720012356;1720012582;;;"https://open.spotify.com/track/3tRZUuKPdoy359JyMwJaVz";
"Futuro Pelo";"A bigger splash";"Come Down";"2020";"PAIN SURPRISES RECORDS";1720012580;1720012761;;;"https://open.spotify.com/track/6D3hjvxhiddOK2ChCKmF8y";
"Crystal Murray";"Twisted bases";"Other men (feat. Le Diouck)";"2022";"BECAUSE MUSIC";1720012760;1720012967;;"https://www.deezer.com/track/1572545872";;
"Justin Timberlake";"Justified";"Cry me a river";"2002";"";1720012967;1720013254;;"https://www.deezer.com/track/969494";"https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5";
"Yosta";"Hybrid";"Morning haze";"2019";"WNTS";1720013252;1720013524;;;"https://open.spotify.com/track/2zcCD74eqnCWFuXGcjHxwC";
"Ella Fitzgerald";"Speak low";"Georgia on my mind";"1983";"PABLO";1720013524;1720013894;;;"https://open.spotify.com/track/3zFAhOL8Wu4NDj14fVREN0";
"Michel Polnareff";"Love me please love me";"Histoire de coeur";"1966";"UNIVERSAL MUSIC";1720013889;1720014057;;"https://www.deezer.com/track/1150881";"https://open.spotify.com/track/5kOi7S2I0zxSYN5QUp0Zhl";
"Cesaria Evora";"Cap Vert / Café atlantico";"E doce morrer no mar";"1999";"BMG";1720014055;1720014271;;;;
"Vincent Beer-Demander";"Lalo Schifrin for mandolin";"Variations sur un thème de Lalo Schifrin : 2. Nostalgia - pour mandoline et piano";"2021";"MAISON BLEUE";1720014268;1720014463;;;;
"M. Ward";"Think of spring";"I get along without you very well";"2020";"ANTI";1720014461;1720014702;;;"https://open.spotify.com/track/7r0QtNyLZvyZ3SvRXThY8a";
"Joni Mitchell";"Both sides now";"Both sides now";"2000";"REPRISE";1720014699;1720015043;;;"https://open.spotify.com/track/1pjATX7sbd6Y4jMVqIvzHk";
"Erika De Casier";"Still";"Twice (feat. Blood Orange)";"2024";"4AD";1720015039;1720015260;;;;
"Tutankhamun";"Tutankhamun";"Ask me again";"2022";"NICE GUYS";1720015256;1720015469;"https://music.apple.com/fr/album/ask-me-again/1711629053?i=1711629632&uo=4";"https://www.deezer.com/track/2495653291";"https://open.spotify.com/track/4VFkGznsfnDSPGrLhb7msW";
"John Holt";"Just the two of us";"Just the two of us";"1982";"BROOK";1720015464;1720015713;;;;
"Serge Gainsbourg";"Aux armes et caetera";"Relax baby be cool";"1979";"PHILIPS";1720015707;1720015857;"https://music.apple.com/fr/album/relax-baby-be-cool/1442848945?i=1442849431&uo=4";;"https://open.spotify.com/track/4I3kGZ5oXvkVOEounCKXeN";
"Adrian Younge & Ali Shaheed Muhammad";"The midnight hour";"Better endeavor";"2018";"LINEAR LABS / INGROOVES";1720015853;1720016020;"https://music.apple.com/fr/album/better-endeavor/1731446331?i=1731446761&uo=4";;;
"Fairouz";"Fairouz sings Ziad Rahbani";"Sallimleh alayh";"1995";"VIRGIN";1720016019;1720016367;;;;
"Ann Sorel";"69 année mélodique";"L'amour à plusieurs";"1972";"FANON RECORDS";1720016366;1720016631;;;;
"Tamasene";"Eyes roll out the door";"Eyes roll out the door";"2024";"NICE GUYS";1720016630;1720016918;;;;
"John Coltrane";"Le genie de John Coltrane";"In A Sentimental Mood";"1962";"UNIVERSAL";1720016915;1720017169;;;;
"Za! & Perrate";"La milonga";"La milonga";"2024";"LOVEMONK DISCOS BUENOS";1720017167;1720017312;"https://music.apple.com/fr/album/la-milonga/1730588027?i=1730588050&uo=4";;;
"Zoufris Maracas";"Si c’était pire (feat Luiza)";"Si c’était pire (feat Luiza)";"2024";"WAGRAM";1720017311;1720017555;;;;
"Game";"Gotta take your love";"Gotta take your love (original version)";"1982";"GOODYMUSIC MUSIC PRODUCTION";1720017554;1720017988;;;;
"Okvsho";"Orange wine";"Rio Sihl";"2021";"HIP DOZER";1720017982;1720018294;"https://music.apple.com/fr/album/rio-sihl/1574915381?i=1574915387&uo=4";;"https://open.spotify.com/track/2GoVJSUf7QuxNqJCPg2DiS";
"Don Cavalli";"Cryland";"Wandering wanderer";"2007";"A RAG";1720018291;1720018501;"https://music.apple.com/fr/album/wandering-wanderer/254324362?i=254324922&uo=4";;;
"Jo Wedin & Jean Felzine";"Jo & Jean";"Eternel retour";"2021";"ATHOME";1720018498;1720018704;;;"https://open.spotify.com/track/4KXohqHLVDE8jyY3xRNRe3";
"Queen";"Greatest hits II (long play cd)";"It's a hard life";"1984";"Parlophone";1720018702;1720018948;"https://music.apple.com/fr/album/its-a-hard-life/1440821736?i=1440822376&uo=4";;;
"Elin Piel";"Ingrid Linnea";"Sequent";"2023";"MYSTERY CIRCLES";1720018944;1720019192;"https://music.apple.com/fr/album/sequent/1701516399?i=1701516400&uo=4";;"https://open.spotify.com/track/7D5AU2k3GDZX5TLxzQgVOU";
"Joseph Shabason";"Philadelphia";"Sun in the kitchen";"2020";"IDEE FIXE RECORDS";1720019097;1720019249;;;"https://open.spotify.com/track/5F4EZPr8ilXo5ph2bxShWO";
"November Ultra";"Bedroom walls";"Over & over & over";"2022";"HOLLYWOOD SUMMER RECORDS";1720019247;1720019505;"https://music.apple.com/fr/album/over-over-over/1662852956?i=1662852958&uo=4";;"https://open.spotify.com/track/3bo2TgLH8WkdOruw74E3v9";
"Portico Quartet";"Knee-Deep in the north sea";"Prickly pear";"2010";"REALWORLD";1720019504;1720019843;;"https://www.deezer.com/track/99279042";;
"Miriam Makeba";"The indispensable Miriam Makeba";"Can't cross over";"1962";"FREMEAUX & ASSOCIES";1720019843;1720020041;"https://music.apple.com/fr/album/cant-cross-over/473482066?i=473482230&uo=4";;;
"Danyel Waro";"Brassens : Echos du monde";"La mauvaise reputation";"2011";"L'AUTRE DIST";1720020007;1720020157;"https://music.apple.com/fr/album/la-mauvaise-r%C3%A9putation/642894397?i=642894553&uo=4";;;
"Joel Favreau";"Elle est à toi cette chanson";"Comment fais-tu l'amour Cerise ?";"2021";"PRODUCTIONS JACQUES CANETTI";1720020156;1720020345;"https://music.apple.com/fr/album/comment-fais-tu-lamour-cerise-version-instrumentale/1646098678?i=1646100447&uo=4";;;
"Madeleine Peyroux";"Let’s walk";"Nothing personal";"2024";"THIRTY TIGERS / SOUNDWORKS";1720020345;1720020589;"https://music.apple.com/fr/album/nothing-personal/1730771473?i=1730772171&uo=4";"https://www.deezer.com/track/2661288602";"https://open.spotify.com/track/05UTD3rnyWNtrFLE368TSF";
"Gil Scott-Heron";"Nothing new";"Your daddy loves you";"2015";"XL RECORDINGS";1720020588;1720020824;"https://music.apple.com/fr/album/your-daddy-loves-you/1021935403?i=1021935411&uo=4";"https://www.deezer.com/track/97642658";"https://open.spotify.com/track/43fvqh4i2UnDaYtdQ9T0Fg";
"Leslie Howard";"Franz Liszt : Intégrale des études d'après Paganini";"Etude d'exécution transcendante d'après Paganini en la bémol min S 140 n°3/La campanella";"1998";"HYPERION";1720020819;1720021092;;;;
"Buika";"El ultimo trago";"Las ciudades";"2009";"WARNER MUSIC SPAIN";1720021090;1720021360;"https://music.apple.com/fr/album/las-ciudades/334822908?i=334822931&uo=4";;;
"Claude Nougaro";"Sa majesté le jazz / Integrale vol. 3 / Versions inedites";"Hymne";"1979";"MERCURY";1720021358;1720021519;;"https://www.deezer.com/track/2802041";;
"Mary Lou Williams Trio";"Free Spirits (1975)";"Dat dere";"1987";"STEEPLECHASE";1720021515;1720021801;;;;
"Madlib";"Shades of blue";"Slim's return";"2003";"BLUE NOTE";1720021799;1720022035;"https://music.apple.com/fr/album/slims-return/1444093548?i=1444093551&uo=4";"https://www.deezer.com/track/634440992";"https://open.spotify.com/track/74iAhjBEJ9PqlXxMSV73Ry";
"Kadhja Bonet";"The visitor";"Francisco";"2016";"FAT POSSUM";1720022033;1720022312;"https://music.apple.com/fr/album/francisco/1138062741?i=1138063307&uo=4";;"https://open.spotify.com/track/3FOUG6InMB5ouvME1E7w0y";
"Sly5thAve";"Liberation";"Exodus";"2024";"TRU THOUGHTS";1720022311;1720022578;"https://music.apple.com/fr/album/exodus/1718114669?i=1718114678&uo=4";;;
"Bob Marley";"Exodus deluxe edition";"Exodus";"1977";"ISLAND";1720022577;1720023036;;;;
"Ben Harper";"Welcome to the cruel world";"Breakin' down";"1993";"VIRGIN";1720023021;1720023254;;"https://www.deezer.com/track/6104714";;
"Bill Frisell 858 Quartet";"Sign of life";"Mother daughter";"2011";"SAVOY JAZZ";1720023252;1720023388;;;;
"Beirut";"The flying club cup";"Forks and knives (la fête)";"2007";"4AD";1720023389;1720023600;"https://music.apple.com/fr/album/forks-and-knives-la-f%C3%AAte/1309355762?i=1309356553&uo=4";;"https://open.spotify.com/track/3cpMhFYvkcWyqSYWG4o14L";
"Georges Moustaki";"Le meteque";"Le métèque";"1984";"POLYDOR";1720023598;1720023746;;;;
"Maya Angelou";"Miss Calypso";"Peas and rice";"1957";"REV-OLA";1720023745;1720023896;"https://music.apple.com/fr/album/peas-and-rice/883668734?i=883668760&uo=4";"https://www.deezer.com/track/130627386";"https://open.spotify.com/track/6M0WObwzRBvIqXcNlvvZb5";
"Pierre Fouchenneret";"Impressions d'Espagne";"Suite populaire espagnole : Jota - arrangement pour violon et guitare";"2024";"TOTEM";1720023895;1720024048;;;;
"Kings Of Convenience";"Riot on an empty street";"Cayman Islands";"2004";"SOURCE";1720024047;1720024224;"https://music.apple.com/fr/album/cayman-islands/1663661508?i=1663661513&uo=4";;"https://open.spotify.com/track/6R8agdKCfA4Poo0vnRKQKo";
"Bill Withers";"Just as I am";"Harlem";"1971";"COLUMBIA";1720024224;1720024424;"https://music.apple.com/fr/album/harlem/293521570?i=293521572&uo=4";"https://www.deezer.com/track/2312056";"https://open.spotify.com/track/6JumfGk4f9E5KLT086I75s";
"Chris Cohen";"Paint a room";"Damage";"2024";"HARDLY ART";1720024420;1720024601;;;"https://open.spotify.com/track/4Ke1j5f7KevrDtlKf6XjdE";
"Rebecca Vasmant";"With love, from Glasgow";"Timing's end";"2021";"REBECCA'S RECORDS";1720024596;1720024894;"https://music.apple.com/fr/album/timings-end/1557936982?i=1557936988&uo=4";;"https://open.spotify.com/track/1SQzRWwrWYQm4a9Yrzu1KG";
"Helio Matheus";"Brazilian beats Brooklyn";"Mais kriola";"1975";"MR BONGO";1720024890;1720025144;"https://music.apple.com/fr/album/mais-kriola/1512365459?i=1512365464&uo=4";"https://www.deezer.com/track/954395452";"https://open.spotify.com/track/6VBO1sQu120TwpHPB9o9EN";
"Petit Fantome";"Stave II";"Vivre peu";"2023";"FANTOME FACTORY";1720025140;1720025314;"https://music.apple.com/fr/album/vivre-peu/1682938293?i=1682939177&uo=4";;"https://open.spotify.com/track/4E81Z7Ck7eYH7tRM4U1ekx";
